prosperous prosperous JJ 02022556-a
gentleman gentleman NN 10127273-n
had have VBD 00065639-v
also also RB 00047534-r
admirable admirable JJ 00904290-a
qualities quality NNS 04723816-n
was be VBD 02604760-v
not not RB 00024073-r
one one NN 13742573-n
idle idle JJ 00294175-a
delight delight VBP 01815628-v
chattering chatter VBG 01036804-v
own own JJ 01768724-a
concerns concern NNS 08061042-n
one one NN 13742573-n
listen listen VB 02171039-v
despised despise VBD 01774799-v
weakness weakness NN 14462946-n
had have VBD 00056930-v
never never RB 00020759-r
been be VBN 02604760-v
heard hear VBN 02171039-v
hint hint VB 00927430-v
own own JJ 01768724-a
parentage parentage NN 08101937-n
early early JJ 00812952-a
history history NN 06514093-n
one one NN 13742573-n
rightly rightly RB 00205375-r
considering consider VBG 00813044-v
matters matter NNS 05814291-n
are be VBP 02604760-v
unceasingly unceasingly RB 00282858-r
discussed discuss VBN 00813978-v
be be VB 02604760-v
exceedingly exceedingly RB 00046299-r
likely likely JJ 01411451-a
prevent prevent VB 02452885-v
people people NNS 07942152-n
's be VBZ 02604760-v
minding mind VBG 02571901-v
own own JJ 01768724-a
business business NN 08061042-n
devoting devote VBG 00732224-v
undue undue JJ 00137943-a
share share NN 00787465-n
attention attention NN 05702275-n
Nevertheless nevertheless RB 00027384-r
nice nice JJ 01586342-a
laudable laudable JJ 02585545-a
discrimination discrimination NN 01153548-n
took take VBD 02267989-v
care care NN 07524529-n
neighbours neighbour NNS 10352299-n
be be VB 02604760-v
well well RB 00014285-r
acquainted acquaint VBN 00874175-v
such such JJ 01554230-a
facts fact NNS 05817396-n
respecting respect VBG 00694068-v
concerned concern VBN 02676054-v
know know VB 00594621-v
was be VBD 02604760-v
hardly hardly RB 00003093-r
individual individual NN 00007846-n
miles mile NNS 13651218-n
was be VBD 02604760-v
not not RB 00024073-r
aware aware JJ 00190115-a
Lady lady NN 09989290-n
kept keep VBD 02681795-v
carriages carriage NNS 02968473-n
horses horse NNS 02374451-n
one one NN 13742573-n
one one NN 13742573-n
postilion postilion NN 10459212-n
gardeners gardener NNS 10120533-n
grooms groom NNS 10148035-n
footmen footman NNS 10101981-n
one one NN 13742573-n
butler butler NN 09884509-n
page page NN 06256697-n
not not RB 00024073-r
mention mention VB 01020005-v
nurses nurse NNS 10366966-n
ladies lady NNS 09989290-n
maids maid NNS 10282672-n
housemaids housemaid NNS 10282672-n
stillroom still_room NN 04319545-n
maids maid NNS 10282672-n
other other JJ 02069355-a
lady lady NN 09989290-n
county county NN 08546183-n
any any RB 00024509-r
be be VB 02604760-v
ignorant ignorant JJ 01308894-a
article article NN 00022903-n
jewels jewel NNS 03596787-n
wardrobe wardrobe NN 04550184-n
vie vie VB 01072262-v
duchess duchess NN 10038409-n
land land NN 08556491-n
see see VB 02129289-v
moreover moreover RB 00029367-r
was be VBD 02604760-v
comely comely JJ 01878870-a
still still RB 00027384-r
form form NN 06290637-n
feature feature NN 05849789-n
conversed converse VBD 00964694-v
great great JJ 01123879-a
ability ability NN 05616246-n
subjects subject NNS 05996646-n
connected connect VBN 00713167-v
fashionable fashionable JJ 00971075-a
life life NN 13961642-n
carping carp VBG 00808671-v
critics critic NNS 09979072-n
thought think VBD 00628491-v
was be VBD 02604760-v
too too RB 00047392-r
apt apt JJ 00138314-a
diversify diversify VB 00436404-v
monotony monotony NN 04740326-n
English english JJ 03003344-a
language language NN 06282651-n
indulging indulge VBG 01182293-v
remarkable remarkable JJ 01678417-a
variations variation NNS 07337390-n
ordinary ordinary JJ 01672607-a
laws law NNS 08441203-n
scarcely scarcely RB 00003093-r
body body NN 05216365-n
attempted attempt VBN 02530167-v
deny deny VB 02212825-v
was be VBD 02604760-v
whole whole JJ 00517916-a
very very RB 00031899-r
charming charm VBG 01806505-v
woman woman NN 10787470-n
was be VBD 02604760-v
testimony testimony NN 06648207-n
general general JJ 01101391-a
acquaintance acquaintance NN 09763784-n
knew know VBD 00594621-v
better well RBR 00015007-r
were be VBD 02604760-v
aware aware JJ 00190115-a
moral moral JJ 01548193-a
qualities quality NNS 04723816-n
outshone outshine VBD 01107254-v
always always RB 00019339-r
do do VB 01645601-v
external external JJ 00948103-a
graces grace NNS 09495382-n
was be VBD 02604760-v
faithful faithful JJ 00960629-a
exceedingly exceedingly RB 00046299-r
fond fond JJ 01464700-a
wife wife NN 10780632-n
doted dote VBD 01777459-v
children child NNS 09917593-n
woman woman NN 10787470-n
more more RB 00099712-r
heartily heartily RB 00209381-r
detest detest VB 01774136-v
species species NN 08110373-n
light light JJ 01186408-a
flirting flirt VBG 01037910-v
airs air NNS 00300441-n
females female NNS 09619168-n
being be VBG 02604760-v
deeply deeply RB 00173353-r
sensible sensible JJ 01943406-a
dangerous dangerous JJ 02058794-a
attractions attraction NNS 04688246-n
youth youth NN 10804406-n
beauty beauty NN 04683814-n
own own JJ 01768724-a
sex sex NN 07999291-n
studiously studiously RB 00187342-r
avoided avoid VBD 00811375-v
bringing bring VBG 02077656-v
family family NN 08078020-n
suffer suffer VB 00204750-v
thereby thereby RB 00121002-r
coming come VBG 02005948-v
contact contact NN 14419510-n
thing thing NN 04424418-n
kind kind NN 05839024-n
so so RB 00146594-r
female female JJ 01477806-a
portion portion NN 03892891-n
establishment establishment NN 08053576-n
consisted consist VBD 02653381-v
set set NN 07996689-n
neat neat JJ 01123879-a
carefully carefully RB 00153568-r
dressed dress VBN 00046534-v
women woman NNS 10787470-n
ever ever RB 00146387-r
were be VBD 02604760-v
found find VBN 02154508-v
assembled assemble VBN 02428924-v
together together RB 00116791-r
knight knight NN 10238375-n
excellent excellent JJ 02343110-a
lady lady NN 09989290-n
were be VBD 02604760-v
blessed bless VBN 00866702-v
very very RB 00031899-r
numerous numerous JJ 01552419-a
progeny progeny NN 10373998-n
certainly certainly RB 00144722-r
not not RB 00024073-r
less less JJR 01555416-a
were be VBD 02604760-v
rarely rarely RB 00035385-r
home home NN 08559508-n
together together RB 00507927-r
was be VBD 02604760-v
time time NN 07309599-n
easy easy JJ 00749230-a
count count VB 00948071-v
Augustus augustus NN 10828990-n
eldest old JJS 01643620-a
family family NN 08078020-n
was be VBD 02604760-v
prodigiously prodigiously RB 00432629-r
fine fine JJ 02232251-a
young young JJ 01646941-a
man man NN 10287213-n
just just RB 00158309-r
returned return VBN 02004874-v
college college NN 08278324-n
had have VBD 00056930-v
not not RB 00024073-r
indeed indeed RB 00037641-r
thought think VBD 00689344-v
necessary necessary JJ 01580050-a
take take VB 00624476-v
degree degree NN 05093890-n
did do VBD 00010435-v
Sir sir NN 10601451-n
particularly particularly RB 00084223-r
wish wish VB 00903098-v
being be VBG 02604760-v
opinion opinion NN 05945642-n
little little JJ 01391351-a
distinction distinction NN 05748285-n
be be VB 02604760-v
gained gain VBN 02288295-v
assumption assumption NN 05892096-n
title title NN 06339416-n
was be VBD 02604760-v
never never RB 00020997-r
used use VBN 01158872-v
society society NN 13929588-n
conceived conceive VBD 00689344-v
be be VB 02604760-v
eligible eligible JJ 00851744-a
just just RB 00158309-r
read read VB 00624476-v
write write VB 00993014-v
little little JJ 01391351-a
points point NNS 13939892-n
concerned concern VBN 02676054-v
interest interest NN 05682950-n
eldest old JJS 01643620-a
son son NN 10624074-n
Sir sir NN 10601451-n
was be VBD 02604760-v
too too RB 00047392-r
deeply deeply RB 00173353-r
interested interest VBN 02678438-v
run run VB 01525666-v
risk risk NN 14541852-n
blundering blunder VBG 00981944-v
did do VBD 00010435-v
not not RB 00024073-r
give give VB 01733477-v
consent consent NN 06689667-n
return return NN 06548671-n
Augustus augustus NN 10828990-n
having have VBG 00065639-v
gone go VBN 01835496-v
idle idle JJ 00294175-a
academic academic JJ 02599939-a
ceremony ceremony NN 01027379-n
had have VBD 00065639-v
paid pay VBN 02251743-v
visit visit NN 01232842-n
rector rector NN 09983572-n
parish parish NN 08223688-n
elicit elicit VB 01759326-v
information information NN 08462320-n
subject subject NN 05996646-n
ask ask VB 02627934-v
sir sir NN 10601451-n
said say VBD 00928959-v
Sir sir NN 10601451-n
abruptly abruptly RB 00061528-r
degree degree NN 05861317-n
took take VBD 02627934-v
university university NN 04511002-n
was be VBD 02604760-v
new new JJ 01640850-a
incumbent incumbent JJ 00667208-a
perhaps perhaps RB 00300247-r
have have VBP 00065639-v
been be VBN 02604760-v
little little RB 00100002-r
affronted affront VBN 00848420-v
question question NN 04757522-n
blunt blunt JJ 00556881-a
manner manner NN 04928903-n
seemed seem VBD 02134672-v
almost almost RB 00073033-r
insinuate insinuate VB 02078855-v
doubt doubt NN 04757522-n
had have VBD 00065639-v
taken take VBN 02236124-v
degree degree NN 05093890-n
good good JJ 01123148-a
man man NN 10287213-n
excellent excellent JJ 02343110-a
clergyman clergyman NN 09927451-n
boot boot VB 01372556-v
had have VBD 00065639-v
strong strong JJ 02321009-a
taste taste NN 05658226-n
humour humour NN 06776138-n
had have VBD 00065639-v
already already RB 00031798-r
discovered discover VBN 02154508-v
neighbour neighbour NN 10352299-n
great great JJ 01123879-a
house house NN 04417809-n
was be VBD 02604760-v
rich rich JJ 02397234-a
ways way NNS 04928903-n
one one NN 13742573-n
was be VBD 02604760-v
therefore therefore RB 00043003-r
utmost utmost JJ 01511520-a
civility civility NN 04914133-n
answered answer VBD 00815686-v
degree degree NN 05093890-n
Sir sir NN 10601451-n
was be VBD 02604760-v
Master master NN 10164233-n
Arts art NNS 02743547-n
pray pray VB 00759269-v
sir sir NN 10601451-n
does do VBZ 01712704-v
give give VB 01629000-v
title title NN 06339416-n
be be VB 02604760-v
distinguished distinguish VBN 00651991-v
way way NN 04928903-n
superior superior JJ 02341266-a
sort sort NN 05839024-n
person person NN 00007846-n
society society NN 13929588-n
am be VBP 02604760-v
afraid afraid JJ 00077645-a
not not RB 00024073-r
Sir sir NN 10601451-n
was be VBD 02604760-v
reply reply NN 07199565-n
thank thank VBP 00892315-v
sir sir NN 10601451-n
sincerity sincerity NN 07512315-n
rejoined rejoin VBD 00816353-v
knight knight NN 10238375-n
was be VBD 02604760-v
important important JJ 01275562-a
ascertain ascertain VB 00918872-v
truth truth NN 06724066-n
point point NN 13939892-n
are be VBP 02604760-v
then then RB 00117620-r
never never RB 00020759-r
addressed address VBN 00897564-v
company company NN 08058098-n
Master master NN 10388440-n
Arts art NNS 00933420-n
thing thing NN 04424418-n
kind kind NN 05839024-n
have have VBP 00065639-v
never never RB 00020759-r
yet yet RB 00027795-r
Sir sir NN 10601451-n
met meet VBN 01183573-v
one one NN 13742573-n
sufficient sufficient JJ 02335828-a
politeness politeness NN 01227908-n
do do VB 02669789-v
honour honour NN 14436875-n
replied reply VBD 00815686-v
gravely gravely RB 00015953-r
suppose suppose VBP 00716531-v
have have VBP 00065639-v
lived live VBN 02614387-v
respectable respectable JJ 01993140-a
society society NN 13929588-n
Very very RB 00031899-r
decent decent JJ 01993408-a
society society NN 13929588-n
very very RB 00031899-r
decent decent JJ 01993408-a
Sir sir NN 10601451-n
replied reply VBD 00815686-v
mother mother NN 10332385-n
was be VBD 02604760-v
daughter daughter NN 09992837-n
distinguished distinguish VBN 00651991-v
nobleman nobleman NN 10271677-n
Good good JJ 01123148-a
morning morning NN 15165289-n
sir sir NN 10601451-n
be be VB 02603699-v
happy happy JJ 01148283-a
see see VB 02493030-v
Lodge lodge VB 02652494-v
is be VBZ 02603699-v
say say VB 01009240-v
sir sir NN 10601451-n
gown gown NN 03450230-n
does do VBZ 01712704-v
not not RB 00024073-r
lead lead VB 02635659-v
object object VB 00807461-v
elegant elegant JJ 00849357-a
amusements amusement NNS 00429048-n
love love VBP 01828736-v
science science NN 05636887-n
am be VBP 02603699-v
indeed indeed RB 00037641-r
devoted devote VBN 00887463-v
thing thing NN 04424418-n
intellectual intellectual NN 09621545-n
am be VBP 02603699-v
worshipper worshipper NN 09847727-n
shrine shrine NN 04210390-n
grace grace NN 05003590-n
wit wit NN 06776138-n
not not RB 00024073-r
exist exist VB 02603699-v
people people NNS 07942152-n
did do VBD 01712704-v
not not RB 00024073-r
relish relish VB 01820302-v
lighter lighter NN 02792552-n
embellishments embellishment NNS 03282401-n
society society NN 13929588-n
be be VB 02604760-v
happy happy JJ 01048406-a
Sir sir NN 10601451-n
share share NN 00787465-n
hours hour NNS 15228378-n
provided provide VBD 02327200-v
am be VBP 02604760-v
fortunate fortunate JJ 01047874-a
enough enough RB 00145713-r
find find VB 02154508-v
have have VBP 00065639-v
objection objection NN 07208338-n
profit profit NN 13258362-n
ones one NNS 13742573-n
replied reply VBD 00815686-v
clergyman clergyman NN 09927451-n
Sir sir NN 10601451-n
returned return VBN 02004874-v
visit visit NN 01232842-n
very very RB 00031899-r
well well RB 00014285-r
pleased please VBN 01815628-v
new new JJ 02584699-a
rector rector NN 09983572-n
Augustus augustus NN 10828990-n
was be VBD 02604760-v
immediately immediately RB 00048739-r
comforted comfort VBN 01814815-v
letter letter NN 06828818-n
informing inform VBG 00831651-v
call call VB 00971015-v
accounts account NNS 13929037-n
prepare prepare VB 00602805-v
leave leave VB 02635659-v
university university NN 04511002-n
soon soon RB 00033922-r
pleased please VBN 01815628-v
days day NNS 15155220-n
receiving receive VBG 01470225-v
amiable amiable JJ 01075178-a
young young JJ 01646941-a
man man NN 10287213-n
was be VBD 02604760-v
restored restore VBN 00260648-v
bosom bosom NN 05553486-n
family family NN 08078020-n
Next next JJ 01294975-a
primal primal JJ 01277097-a
hope hope NN 05950733-n
race race NN 07458453-n
came come VBD 02005948-v
young young JJ 01646941-a
ladies lady NNS 09989290-n
ages age NNS 15153787-n
eldest old JJS 01643620-a
being be VBG 02604760-v
peas pea NNS 12560016-n
third 3 JJ 02186580-a
earth earth NN 09334396-n
Then then RB 00117620-r
followed follow VBD 02445925-v
young young JJ 01646941-a
gentlemen gentleman NNS 10745332-n
were be VBD 02604760-v
placed place VBN 01494310-v
different different JJ 02064745-a
fashionable fashionable JJ 00971075-a
schools school NNS 08276720-n
Sir sir NN 10601451-n
was be VBD 02604760-v
man man NN 10745332-n
very very RB 00031899-r
enlarged enlarge VBN 00154778-v
mind mind NN 05611302-n
declared declare VBD 01010118-v
be be VB 02604760-v
opinion opinion NN 05945642-n
principle principle NN 05872477-n
patronage patronage NN 01096454-n
fortune fortune NN 11418138-n
be be VB 02604760-v
extended extend VBN 00317888-v
widely widely RB 00495524-r
possible possible JJ 01821266-a
young young JJ 01646941-a
gentlemen gentleman NNS 10127273-n
came come VBD 02005948-v
one one NN 13742573-n
other other JJ 02069355-a
interval interval NN 06016276-n
months month NNS 15209413-n
ever ever RB 00146387-r
little little JJ 01391351-a
girls girl NNS 10129825-n
present present JJ 01846413-a
were be VBD 02604760-v
educated educate VBN 02387486-v
home home NN 03259505-n
having have VBG 00065639-v
particularly particularly RB 00084223-r
clever clever JJ 00439252-a
French french JJ 02958392-a
governess governess NN 10140169-n
rest rest NN 01064148-n
were be VBD 02604760-v
nice nice JJ 01586342-a
little little JJ 01391351-a
children child NNS 09917593-n
different different JJ 02064745-a
degrees degree NNS 05093890-n
babyhood babyhood NN 14427239-n
dear dear JJ 02179968-a
little little JJ 01391351-a
girls girl NNS 10129825-n
being be VBG 02604760-v
remarkable remarkable JJ 01678417-a
long long JJ 01433493-a
plaited plait VBN 01674717-v
hair hair NN 05254795-n
short short JJ 02386612-a
trousers trouser NNS 04489008-n
dear dear JJ 02179968-a
little little JJ 01391351-a
boys boy NNS 10285313-n
manly manly JJ 01475831-a
bustle bustle NN 00555138-n
wore wear VBD 00050652-v
Scotch scotch NN 07907548-n
bonnets bonnet NNS 02869837-n
tunics tunic NNS 04497570-n
considering consider VBG 00690614-v
Sir sir NN 10601451-n
lady lady NN 09989290-n
had have VBD 02630189-v
ever ever RB 00146387-r
been be VBN 02604760-v
Scotland scotland NN 08890097-n
lives life NNS 13961642-n
showed show VBD 00943837-v
great great JJ 01123879-a
enlargement enlargement NN 14315071-n
national national JJ 01105840-a
feeling feeling NN 00026192-n
Altogether altogether RB 00008007-r
was be VBD 02604760-v
considered consider VBN 00690614-v
be be VB 02604760-v
family family NN 08107499-n
ever ever RB 00146387-r
seen see VBN 00690614-v
happened happen VBD 00339934-v
broiling broil VBG 00328370-v
day day NN 15155220-n
middle middle NN 08523483-n
July july NN 15212167-n
one one NN 13742573-n
summers summer NNS 15237250-n
England england NN 08871007-n
had have VBD 00056930-v
ever ever RB 00146387-r
known know VBN 00594621-v
Sir sir NN 10601451-n
Lady lady NN 09989290-n
entertained entertain VBD 00711715-v
party party NN 08252602-n
distinguished distinguish VBN 00650353-v
dinner dinner NN 07575726-n
have have VB 02204692-v
been be VBN 02604760-v
remarked remark VBN 01020005-v
study study VBP 00644583-v
such such JJ 01554230-a
subjects subject NNS 05996646-n
is be VBZ 02604760-v
difference difference NN 04748836-n
dinner-party dinner_party NN 08253815-n
given give VBN 01733477-v
grand grand JJ 02024928-a
mansion mansion NN 08685677-n
Sir sir NN 10601451-n
one one NN 13742573-n
dwelling dwelling NN 03259505-n
perhaps perhaps RB 00300247-r
not not RB 00024073-r
quarter quarter NN 13737480-n
size size NN 05099231-n
owners owner NNS 10388924-n
are be VBP 02604760-v
different different JJ 02064745-a
order order NN 05091316-n
aristocracy aristocracy NN 08387213-n
having have VBG 02204692-v
pedigree pedigree NN 08101937-n
purse purse NN 04026417-n
probably probably RB 00296131-r
banquet banquet NN 08253640-n
be be VB 02604760-v
costly costly JJ 00933599-a
one one NN 13742573-n
one one NN 13742573-n
entertainment entertainment NN 00429048-n
come come VB 02005948-v
off off RP 00232936-r
manner manner NN 04928903-n
possible possible JJ 01821266-a
other other JJ 02069355-a
is be VBZ 02604760-v
usual usual JJ 00489108-a
way way NN 04928903-n
wearing wear VBG 00075021-v
stiff stiff JJ 01990653-a
grandeur grandeur NN 04814238-n
not not RB 00024073-r
far far RB 00101323-r
wearing wear VBG 00075021-v
stiff stiff JJ 01990653-a
clothes clothes NNS 02728440-n
one one NN 13742573-n
other other JJ 02069355-a
sit sit VB 01543123-v
easily easily RB 00147876-r
splendid splendid JJ 01285376-a
dinner dinner NN 07575726-n
Lodge lodge NN 08227214-n
company company NN 08058098-n
consisted consist VBD 02633356-v
selection selection NN 00161243-n
neighbouring neighbour VBG 02608004-v
families family NNS 08078020-n
made make VBN 02621395-v
most most RB 00073033-r
legitimate legitimate JJ 01406640-a
principles principle NNS 05955323-n
exclusiveness exclusiveness NN 04889337-n
family family NN 08078020-n
being be VBG 02604760-v
invited invite VBN 02384686-v
did do VBD 01645601-v
not not RB 00024073-r
